address,"total NEST to claim, wei"
0x3E9F7ac31aC3bdBf331B7B0957d78E3b00A79b88,167209048886407000000000
0x3eDA32996A6AFc710807628CF51a7994C23FD8E1,103800699429086000000
0x3F379032720B9F225e1E81F401bff1b0f394A716,22900121148242900000000
0x3f4afdFE9F8e59f6478e2AF820CCa784091e23c1,367851966629276000000
0x3f6F17a0dc4C4b91f379EF39709eE4C45A826652,2141715607795770000000
0x3fd96fE7295510937C4023eBB4b40cC3CEd7537b,105289764528068000000
0x4010049fbB3DfD1317C3fc2eB2a8b4Eb1Bb03450,50579026206047600000000
0x40b4f2F7c39b7E23d80E4B32DB676557b9756371,1976050438047580000000
0x410CF15638AAAe725B6b8b8685597759aD86421F,3880644896911790000000
0x410f2959ee9C8115cA6CF0f817B14373b63B5d4c,38962311616372300000000
0x4127143a866Bf5D8AD2AFb6de8e63164B8Ad5bF6,62704502200551700000000
0x415BE58b62Ed85Ea515137ac6AAF03702E7e4040,367355978764973000000000
0x41710de88932676df32dbb60f135F1228072415e,188314528170025000000000
0x417fEA5F99E22512E2bD5ec9D7A1AFE57838E799,2272474401350990000000
0x41Aa7d375914ea1cB5A855642FC1924fd7e4Ea17,45625526657068900000
0x420D0D6F47742C28195694351db8DbcC8D445939,6621643421562680000000
0x422a4B459f9d9a62930f3998afD794188a011844,13864691187492300000000
0x423620fA7C56260D02420C9927872D022f5b8F2F,9272519280874770000
0x4236CAD967f018f4d87FD9C9aa0Fb56E4F6fE9c2,1174889159978840000000
0x424627D49C95a51BA1d232968049022027bdc300,435512695415609000000000
0x425A415B1f6574609E303184b0E5d07D8336621f,3714866176157180000000
0x42726b0570174227679521E48cDDf454357C8553,2141715607795770000000
0x42a1ef5FfDaf134EB958814E443Db9c244375C8f,1208711299828280000000000
0x42AC93Ba8806a7DC083f110D591f40a7bec66350,161504940878721000000
0x431b5DDB0AcE97eBC3d936403ea25831BaD832B6,29156863820044600000000
0x431BEe5e6CEE580429515570930b9306fd85a303,741987670225109000000
0x43A5DE74E350Ff0B746639B5d4e6C150716401e7,8442508143514440000000
0x43E1C94E6a47B985c8EB1f8BFB59D0aabf6F4782,7228497790673030000000
0x4432e64624F4c64633466655de3D5132ad407343,53664627477202900000000
0x44c630a1fCC2817E048cC1101050a18F919Cd099,16341469534410700000000
0x4533E03d983Fae04741131C5f7cB35F1b32A1ACD,11863571855468700000000
0x45655b9FE67bB725CE43d12b50825aA9Cc87032e,272915994324510000000
0x456f6e34aC23EbF3478F3AdE23c7F633C81bD461,1230589479695470000000
0x46aB18DAE684109B05DF83a9fae5Fc1FDc2D505e,64270077241384100000000
0x46cfcA98622bb57f234a9385EA5eC778C1A8f85E,2141715607795770000000
0x473A87C5614bAa98FC0003342d59C953C56B0c33,206290407663467000000
0x4748eFf93fC1d2Cc36b9952d96A1715D289f861D,969800442676122000
0x4751917E24eED8286894De9f5302Df8DaF510AcC,17669563225756300000000
0x47628677D8Aa6f5E11e37779576852e0209D6aE7,76109636901329200000000
0x47d312c7604b1751f691011AeD4cE32231Bff4d1,5568946077437320000000
0x47F09249987Bb983B37636727657492b81e22862,68400122199702800000
0x4815Ee939fE2efeC2f7bc415f0cE2282f6417fe9,14785113522979700000000
0x4867664BaAFE5926B3cA338e96c88fB5a5FeAb30,5105346750436240000
0x487DF73090dBf7E94703AeF66A7Bf20B831Ae55f,2141715607795770000000
0x48c7e0db3DAd3FE4Eb0513b86fe5C38ebB4E0F91,4641982005907350000000
0x48Fb55eD1Fb62ED26274fb805f6444bEa97c1F28,823669908736567000000
0x4903796Ee31856C05afeCc84913de84871E633ec,3295539711241620000000
0x4928a120fA7a380259FbFC6bA131C545311F9D00,78487692148240300000000
0x496Fc41e88e8B40812c426691eE23FAA1B3cb910,132721839054314000000000
0x497C36D937d719B707f30Df81f7D9F2F11Cd5d49,338970182170718000000
0x49a3Aab8EBe80725646937b9E9f6f8b4e9867bfe,2261388029449030000000
0x49a5492FDFe5AcC966dD5f41310dfDfe8dAA349C,15757026139635700000000
0x49BaF6a02D9597ED42dDcF5566eF7d0c504A43E5,161551966384494000000
0x4a1E305220C510b4163c11602c68804fCE99B4e5,2141715607795770000000
0x4A219402d71BF58114F1b699654aCF388E2dA672,2141715607795770000000
0x4A903630f276DB00911116e307cd287aeD7DD46C,190408860077509000000
0x4af4134Abe88d5dd9c1E7EaF550627623b331fbf,19947846497368100000000
0x4b08d2f583C119902ef5599BC30396F83865Fec8,121247787925015000000
0x4b0A238A01ec57524e3cf423c7c552C1A0B72090,1586648973435240000000
0x4B1F140a82cF40A955D1e8cA2aA52E128b593722,2363958968409870000000
0x4b4b0B8a1D0f554908da4ee35985B4f437202cBE,846265253161383000
0x4B648a749e08aF5C50a2EB294054b2660EE7ED8c,555226435734816000000
0x4b7292679D439CCd83B972A5fF848b47391AFfCA,2669050133760530000000
0x4b8B235c511f0c830264c7761520b1F9AD441716,4918627517233970000000
0x4BceE821365df25bb7425C5c8782d6CfBBFA11Db,2141715607795770000000
0x4c11F940E2D09eF9D5000668c1C9410f0AaF0833,2141715607795770000000
0x4c1E5AdE69390F2004499Ad497164B7F8754509b,100649106002862000000
0x4c264b60C65648c838b0505D62D53bcbbcE50383,4076467121905590000000
0x4c29d2bb75b13B89f826c04055d49a0774391A57,2842986032886990000000
0x4c2F8b13561389c10201c0179084f699697aA71d,22681985442251900000000
0x4cc07a844f4329FffAce9AC34dBC53e5CA1f5eE1,2141715607795770000000
0x4cDd6Ca7dA844AAA5bE3c7BD5b9CbD213c77F6c3,14695152116204900000000
0x4CE268F49EF0726d602a8b0f22FcC543aa23bb51,2777604105512740000000
0x4d071b49C73328563D5BDC54279D57D2d183C504,419765764791116000000
0x4D26f0e78C154f8FDA7AcF6646246Fa135507017,282168918999272000000
0x4d7d0C4d5E90Db4e37deC087a77054b86E12b0de,12587084880010500000000
0x4Da8a503dcBa8Da055EB372831286fEeafBbF9D8,2141715607795770000000
0x4dAf8ce9D729ca4F121381ec4B22123627C1C004,336418053134078000000000
0x4Def0a0b7D1DbFb7973FcDbD6c9dE6a46425Cec8,29191601423658800000
0x4E28e714bFC5A292751CB5dcd68C2D66AEf3C7B7,2456899122441890000
0x4e5d92608bc266cD309B3B162b99EEaD3fBEd7C2,1167675898265880000000
0x4eAF85286bA18891D6D29f505d27177a13D0F13d,52281137559199700000000
0x4F1dd824aA61b5Cf0f863d0889B7c3a0cde64aC1,2545453565614650000000
0x4F2360f1FcA40A893a7d7cf5812f68FD448B99d8,18809451516126300000
0x4f555e32E41c6f646ca72A93130fD24be10A8016,95957583318012300000
0x4F5Fb61cB61De752303b6351672DC67292E4E886,2587096597941190000000
0x4F7A0c70E6446ec92D012DD80BC867BE46B27Dd3,2212421730120460000000
0x4f7af7dCB69A8b6603880e66219457cCDd17D7b3,2141715607795770000000
0x4f8382F3d38108128e98b621f7370179DD99E1b6,3011952699954310000000
0x4faB7063116b177BFc6643482fb7efd941dC321E,80437346170743600000
0x4Ff99787619274Cca67CEB06aA332Fd033221090,2495096258941610000000
0x4FfD0A59a26cB2Aa76D403215e4cC2845C053994,889124428078630000000
0x4FfDA342DB6366E564b28E98DCbc48890ae204Ac,3096539159123890000000
0x501Ad4CC3061c3121Cc3AE9338d144d634859629,4262354064252010000000
0x5082a9A2707621a83643F1D450FEe403ECF5f928,54699520861916700000000
0x50918796f92b8822b4E1eEBf73A460A48cf6254f,2141715607795770000000
0x51c29C37ff4bB2cB3541B0758eaC48382071B506,1321098996517050000000
0x51c444Af0ABEa20714d0137Ee777090bcFa8065f,7771581593080420000000
0x51Eb4b9b48236614C9534720473f4fde71934758,402910952467709000000000
0x51f059C07E03d330B007B48630a857E582BE8236,2636206863325240000000
0x523d0cd051E272856a2C925C08a5FBA8425c4944,3880644896911790000000
0x52548b90C58184fb14aA15322401C8fb56dE6dED,2141715607795770000000
0x5275817b74021E97c980E95EdE6bbAc0D0d6f3a2,2141715607795770000000
0x527EE703e0825aFfDeE5f241Be80085e41527103,11550894681003500000000
0x52E2a414c65Bd8ea41b6C5B5276eD9452ecaD088,4059938093579560000000
0x52F1F2957b7Ee88eE66B5b67cB765D6762304F30,4501945693551270000000
0x530595F09a6549cB9210dCF534990E5cdD644c3C,2197976849516410000000
0x532ffB08114bf840ac4E0B22aCeA7d0aDE1a18C6,98096982504807700000000
0x5382aa0cF1DDbe72C413aBf414E599129B8F7E7C,2141715607795770000000
0x53A1422218662814f8FE574BC2Cc88a2345b29C1,2584293890906880000
0x53d55D5410Fa37053c7e6882aF9c693d778db7Ce,58998399424729100000000
0x53FEBA757be2Be0F440CB6b5017314e89eb13bC2,9099626379096050000
0x540D1CC67d61C54B6830c853d5FB79f43543eaaa,1293548298970600000000
0x54262238eDA4E038589aC12c8cA99f2A6262730F,5394205053774590000000
0x5487eEA461f5958619734F66314761dc9cb80a2F,102556959473718000000
0x54F2A20e81f826De41a3Eba33c5A1A839B0CD5Eb,6102195948844630000000
0x54Fc77A98aCB26E98dba4CE18240d0474C16980B,31957400083520700000000
0x54Fe641870fb4f06C944Faf4Df73453dc43248ac,1339891099529210000000
0x55534237e92506F5b19711B3B51C490141656834,2141715607795770000000
0x5599a8d25bDd1c36777322Af5BE0ac0d84B6A6FC,6566125607543060000000
0x564d5AEEb2CdE5Ecd16dA4C0398C3937441359b4,4431518045682880000
0x565a7a06827D9cF218A7350209f9115b2056dA79,3229264669939720000000
0x56b721068930f62548Dd2f6186DA47F8034A733A,379443563382817000000000
0x56c3Fb14F334224AfDC66959929AC9a88e9Ab2c4,1315230461980910000000
0x56e08bABb8bf928bD8571D2a2a78235ae57AE5Bd,1284540268211380000000
0x56fd682E6fB607783D4b5dA469fc850DaAfe1Db1,19909982518184200000
0x571Bb001Eb860bc4Db352412DA346eB19b1f7560,64952063593695000000
0x5738Ecb652e12c4AC148A7394bea7af18F4b0DDB,1151606841914440000000
0x574B4546Cb756A8d36EDF5907f4Cc963A3CAb612,699927303024707000000
0x574C6eD03833e957dBD13257E27d29a00bb08C61,116732979300357000000
0x57556474fFb27CcEE2ABccb5c8ae65EE499289f1,115818912889548000000
0x577BE3eD9A71E1c355f519BBDF5f09Ba2018b1Cc,1225178444707190000000
0x5786Ec177Be57110cec0cD1b742BDacD6e1fb42e,2141715607795770000000
0x57b3c68cAf0Ebea2d9173bDB013655fD8Da31AA4,53088912581402200000000
0x580B92695c3E0F84B9F15f8337F0C3A8fc067762,3365605625552470000000
0x581598B4323b57F4E95a4318C968741EEFC14efC,261026347195277000000
0x58194915B97be83f94baDa681454bF9000DF1326,20916750673523000000000
0x58822f0ed6C25f7727e2e3665a9703e5fe33dCe7,36765036219847500000
0x588d988D2C01b5AC3E00044F5Ca4AfD97E6cA9c3,39796597095572200000000
0x58928B47a7a89571bB3aeCF435d9147CBd98F073,2141715607795770000000
0x58A436927278D9c8aE046463Bf50E1442Bfe24cD,121804830381825000000000
0x58A9328DEfb5334dDdD965a5cbA58328e32dAC94,2141715607795770000000
0x58C4f03a954e4CbB1b8E204a881a8e9A99d015Dd,10605347165983000000000
0x58f1101f3632f1D0544197351FbdEd673f4b43F1,2691609471817820000000
0x593FAabb0AA17329fB1b948c1E7e39831fa76da6,158026872867018000000000
0x595fFA9e9392a69cDF538533D2EdCA2599B9F490,65759537068229600000
0x599A814Bc99efb9E08c4161C7D2fc4EDCC2E34c9,2649316937869390000000
0x59AA8Cf0dC4221Fae4e40a78f1F93636277C69b3,16191638176841900000000
0x5A0e36c7Cb3fa8C7CcF485ca0Ca9EdBa3D91aB46,2141715607795770000000
0x5a9F51F622Ef4e502088968ED28bbeD507aFe4ba,31803104514784500000
0x5b2Aa5C7A22DA072F0bbbF33eea4eDccA8F8D385,1028257780915210000
0x5B9EFFDCBD65946F2B143725Dc244563248AA4Ee,7511164405059080000000
0x5bb35d290ecc0f00A8C84b03E66D974b01D64AfB,82287327861461400000000
0x5Be66f4095f89BD18aBE4aE9d2acD5021EC433Bc,6918044961136180000000
0x5Be9631FBAd536F0e38Bf456517C8d249990e2F4,2141715607795770000000
0x5C22de35c3C511aE4b516945be5bCa678CC1635D,145774694539597000000
0x5c25e6bc8A2842fd56Ac2baC10f6DFdCE08510A6,29537387218620800000
0x5C5bb26835287B1D7B0FdB5E0C7eA890c509f851,3670407096511380000000
0x5C8614fb5a9CD4895D216C12358Bd6a47De6E72C,307011956664179000000
0x5C8Bd276dfACE1008646D8E48149Db72f4b15739,1697918047700480000000
0x5caa076675c76346B4F116E8618d05105F47304b,2141715607795770000000
0x5cBB805a48eA285C0824CBa4C3163D1AB062f0e6,6784873213313460000000
0x5cD44c624628BdaA4347d7DE3abbE93d6507BAE2,54699520861916700000000
0x5d0477Cc92982f3f6e9FEe69331469CDFeA7a07c,4562109831445460000000
0x5d1289739c57603e62F47B8C8dCc0f5791AAcf79,14785429404274100000000
0x5D5978fD695F6c88e6c6B725f539f48C6CB03D26,16611659435834800000000
0x5d8d5184B35F0569B79d7E169be0aeee21A3C078,185883476965422000000
0x5Db8EFF3Bd353f7F676f3444d4dA359c97F554F5,358247144196330000000000
0x5De0D282A5BA9D2E0BB8d4D9647804287e0a6484,1643318348431550000000
0x5E0B7C6A4F59fBc984F9Fc746b41740c63a5eF61,16552220378994400000
0x5E3E2f1578b6a43cAf523590b19f64e2e42538f0,24016857371272200000000
0x5e5a47069dD0C8C78428Be27E180acbA37e8e622,28421867387605500000000
0x5E6238E1B7A367c456fe1C83ea21323095FF7E68,1975938369581550000000
0x5e8e79f1D05dFf8bfb9ab83Fb9eA0C66150e75f5,2141715607795770000000
0x5E947d0478D60bACdB0EB0126f5D564f924eEF6b,2141715607795770000000
0x5f08349808B45632e06bCE477914bc880f29E542,138006506238541000000000
0x5f4f120D8435ea38F0F4635A910fEe03801BE88d,187691503301954000000000
0x5f8910247Ae0C304073859B3c8dc44f24331FDa1,4100168821892940000000
0x5fAf276f6E3e0b10213f8A04BD6C872f8752949B,6794057390670860000000
0x5FB8d08Cd91a8a8E90Ef8C1d4D739E2a2a79ba53,3824967975426790000000
0x5fC048D6C3f5687FFFC9f12804C6fC3B774293bF,2577994013635350000000
0x5fD2e2966D0AeCef60197C2Cb2Eac76D52339F9b,30560275644027800000000
0x5fD4a9c4143AAa37FF62FA14B5877207e95400D5,91833429374482000000
0x603bb7EaF58d36409220Bda0C4e589CA825ECa3D,2526360234749910000000
0x605088609f9AC2F1F4571C4Ed57a9318dd381F0a,1444533803358280000000
0x605959Ed62f5C80b9F9D964f835827dB6adb15DA,10128359169429900000000
0x606Aaa3383A3b97307B0959F271Be216a4328932,2141715607795770000000
0x60a5b71677d690022F0c0D69069382B9b1c4D849,285239768725581000000000
0x6130aCbDa5763c581365EAB9784d5Cb6B2a4B2Ba,2141715607795770000000
0x61578103b8557c249CC38C5AF685BbAcA7DAF0f1,2141715607795770000000
0x6157C5D78ce4C0855466e650b518Fb2A39C23b9B,77358902873800200000
0x61bA26e8faED97D8d214ceC8e17F79eFdB234757,100072059012224000000
0x61BE4048c631954a8adB3A7088b17ED8D9C2A33A,2141715607795770000000
0x61D4AC515b82D1Ec2f021E63B17519683Ac1cAbD,2141715607795770000000
0x620d7E459cfFcdC56a874536dC19147De801a4A1,7171989342380890000000
0x623607Bdf98e37163f93171C0b0D359880d1E1D0,13866452492777300000000
0x62C9632c81314564efEb8A821B6d3505932596b7,6102757893377570000000
0x62d76Bf057B4d5fe2509b6e95318057DBd6B4c27,30312834617902700000000
0x62de84e817A9f328605122aCb88A6449100680F2,202252464190449000000
0x62E1af3e818aFc059D111C4F53CF0a2D9Fd29110,2141715607795770000000
0x6300BBCe3090fD737277365BD9D38aa650d2AaC6,3557576451284560000000
0x63434171232edD7f2752bC2aC2d94438D68fEc3D,2141715607795770000000
0x636F331DAEA0C0aF7d3b22F5F059D550bdE8F3cA,853626850906688000000
0x63A784430c9e2cB71249F5B154fAb4092Da52ff9,190286135947982000000
0x63f7d95C068A042B166c6DA23430A157FF35a233,185397442699393000000
0x6422378AAc081f2aD01673A0C6B083e2F7ac74A0,1435638470622930000000
0x644f33e837AA372568fF11aFfFeFF72acef7189b,2305197381593240000000
0x6450B1Ba2C6b1aFcE7750bECE579A55594269a29,367734101220993000000
0x64562d247A59Fd77714925b1a93CbDA93Cb4D60d,2141715607795770000000
0x649f69CCd077Da03dFb11f4b1daAb4B625f5E9A3,1503135361548410000000
0x64A8e470499E7F17E4A8566195392956ee067479,2141715607795770000000
0x64eCc4f8fF76E58d7C2245f34d32B039ebF42bDf,885581975779866000000
0x6506D9A2BD8eFe989781d3086758216d0fD0934A,4694926096081420000000
0x65432138ae74065Aeb3Bd71aEaC887CCAE0E32a4,1977768628963310000000
0x655ca2e2BA79fFA04B6a44e7CDa9A3aB0a12a62F,10348386391764800000000
0x6565849BE74c2Bd50F62111f12e767007ce6395b,87282039838272400000
0x656A41EeBec46A6f3709783c8C93c2E522d2AfEB,1293548298970600000000
0x65b2689f54618359ecf7455D14fafbFCc180a47A,3975105643185180000000
0x65dA0970b9A0153DB222056b50A84a46d8cf40B5,281817496816641000000000
0x65dC736b4a733C503C957d7985b81Bd06bB5Ce9d,3532240378147070000000
0x65dDA92080978d9653646c90D6FC63f7828F00Dd,1293548298970600000000
0x664fe2accb8096bD612639EB1e05A81121A9eA9a,11162091844098800000000
0x665e9bcE744c37fF056787d4521a73bafa882DbD,9422133951876500000000
0x6665E62eF6F6Db29D5F8191fBAC472222C2cc80F,49550241818974500000000
0x6680E5C6a64046419Cc4853A0B07598dEB7B24Ce,4093540809382980000000
0x66829cC57540959A3A698C0694Cde4B96C19E99E,2141715607795770000000
0x668C52943F3A48546D531170751Cc3393bFf22a4,1769060214251200000000
0x672F5d47f9A0257f42Ef49fF4f9A760Af9Cc41C9,5071094460646660000000
0x6887b5852847dD89d4C86dFAefaB5B0B236DCD8a,3880644896911790000000
0x68ACb2051b73C2342be78Cd1a7E5Ca44483D10c5,42006090783770200000000
0x69b235c1c3F16F828B2394193A7AbEA79EE40C07,455481470220091000000
0x69b2A220d1d0948d34Da622051be636DDeDD17c9,2141715607795770000000
0x69CeaA0349B804597F51E0F83304d745fB9bBe47,41373941625789900000
0x6a5334E6c9352C1b5735969DD439e41BCF9b4dA4,4017746000415280000000
0x6A5Cc8750a823572f2d223D688189f62a0dCF43F,26544013890650300000000
0x6A683CC8f91D3CC21AFC570d3f4a1b1d7eE8d47c,487855203269925000000
0x6A76397Fd1F15E22d1652C90f0B5eC8f5655E08a,206254054781034000000
0x6a776Cea552045E0f99a854F1D7B35284E4f122f,714675556105541000000
0x6A780D78aA8B31a261dAED9455930623d26f52E5,8595433652644470000
0x6A7E1521bfF15DA1d599E800c7a9960C777213EF,188958051801556000000
0x6AE5EB0fBF06Fc1a92BB877a8C47E89C68e070D0,2446124065908380000000
0x6AEdF6705aF70717c012A066d30f4851573371b4,3573005581076870000000
0x6aef48eA854Bc0e805232ceCbab2fab592037c19,11305416103480800000000
0x6aF6eE250efC6C82423Ff4b37e7272C6E91D19cc,40555134467187400000
0x6b0D6cc0cEaD887b5Ee131A4180219F2751536BF,3295045959009260000000
0x6b821bD540EF180Ab6e8219af224f9ba52045471,590301634661405000000
0x6BbB358Cee3AB1352D5F0AAd374319D70a822689,69339152997194000000
0x6C7116d0b65dC3de4aD07137D10C7B02aDf91389,8214123813547780000000
0x6c76EDcD9B067F6867aea819b0B4103fF93779Fd,94765847411975300000000
0x6c9D5cCBDb7a435B9C17f629ceF58BBbf3620448,161991548791952000000
0x6Ca579092fE1cc2b5ff68c849987b40Ce48DA687,75737552459050100000000
0x6cbd743d9b97DA1855E64893D3226F8eDCa16e76,3651129638692940000000
0x6CD5305c1bE12533Eb4dFCE3179407DdF0D74B6e,195438719538758000000
0x6cfaaD06016E3C42072aD5AF4c83Ae5902904E0d,326990893384257000000
0x6D0Cc2AD2EEC7044df589523718F14338518CE7a,105378039631681000000
0x6d1C726967741db373Ca16fb9468ff0B13BF2dE5,467658562025164000000
0x6D1E0084a6910a8803ab7c22483A1a2Db3F1001a,8061817253669780000000
0x6d57d70947fA51fF14325Bdba75A884d14030b88,2970041399316290000000
0x6dE0Dd2f123C6709B5db14EF8E0AA1F872a40906,511126013652024000000
0x6DfCB6ba3b0b9B17c8956B340Ad19E5b3b8Fe9Ac,1821367602583220000000
0x6e466F91622EDeA8F1B6F5537Daf07D5a4164169,9039132472329490000000
0x6e5B935Ac926E11DeC812eb0A5425ec5e4c96355,26544013890650300000000
0x6e74053a3798e0fC9a9775F7995316b27f21c4D2,31021795934690000000000
0x6E81417b312917305d12F76Fa3B6bd66FfAA75e7,4767994484649680000000
0x6eA29161E3D69DF4A2386D07c87FF3E91C19e0d7,11656477721272300000000
0x6eb51AF850C21DC02D996599F3342fFF22356ef7,199933143349777000000
0x6ee52c85ca5E2A54b94cAd8775dD4E7726bcBe10,71447651242203600000
0x6ef72D721ED61d0e26942E315FaF8425e6d66fF9,470468882980562000000
0x6Efee96287B5e1a2Ef966E25baE15a54BDE9b83E,7311887805309380000000
0x6F47aa396215ab22647dDB3E86b4663DFe11dB14,297093701648159000000
0x6F5178ac2Bc909607f8C15bf5f7593c29e39aC9a,2141715607795770000000
0x6F679511ae1D42BD4de72F4270024ECC0B5fB5c5,12800168902630400000000
0x6F9846a7F0Bd43E0778FC8033Ac20ddDdB456fE4,2141715607795770000000
0x6Fb2630963120D4e856EFFd1412603Dcf6E74bD3,371555944240561000000
0x6fb5421989807f828926b03E44A5Ce61D6906EE3,8728502901837490000000
0x6fBfdba3BCBf9FA6ee165C72714ed814A0950a70,7499650485547170000000
0x6fCa317b94259B426C8a43E27b7292A995C80e85,2141715607795770000000
0x7074E5B0Ba41CD5c0454e23d481b7Fe42CeD025b,196611522933935000000
0x708f3b6da7Ba992fC8AC57388D02725024e67387,3719569813110970000000
0x70a99c4127620129D0CA30827E0FC9B75eC2891b,2261388029449030000000
0x70bf12D17A84C6AdCB3b80a22613c497fd88526f,7695713178437440000000
0x70bf92eC7cbA18366178384dCf79d1fD91DeeD33,4267724771082630000
0x7145a8E87C874c6259D04b1d5B97cCC7db2195bA,10441204749714300000000
0x714B56288bD692C6ad50911d26C737D2CA6EdFEc,2141715607795770000000
0x71e1f68775c78A7311F81D57d041a4DA41563990,2141715607795770000000
0x720Dbec7434741eA59D0365739A0Cf77aD31Ece3,96699488135615500000000
0x722E0c7cEb06E05005220eDE5E0210af282eF5b2,492377285755384000000
0x723549B747429dAD1016dD8EBaf800580dA5ad0C,403222644036721000000
0x726e0Be8eBD9206C3BB4b3Cba9BE7fd669d56Ca4,2587096597941190000000
0x728152b817e35A1d1E3D14fDa3E018BC0AB98E68,668280098370544000000
0x72E9a8D8506AeD0E406E5A4d8BcF80CEadac754b,9571236972943480000000
0x7372c0470c5767A9e27C062a5806cdC0D95CDA80,971444267380352000000000
0x737D1bE798Efa2278FB46807b2ea3ec36397f5da,1327651956948140000000
0x73A7d52986187Cb399E2c8cE2c764a9ED47f5ADa,104259954217579000000
0x73Ea5b1AB2F4a36556B0A57381ed0101643615f3,2141715607795770000000
0x741b5647D826D65759c7dDE40eF0C7371041e807,2141715607795770000000
0x747EFCBE90243Caa7A21b15143F716743ac252FC,246166825959976000000000
0x748b5224382dFa211960d277c967deAd2eE6f1DD,2280775837426990000000
0x7511ec0e7a8e2E0e826F28C1Bc72befD84EA3e21,4901702652725720000000
0x75239B3b485643a55C2C19DC98C191263Acb5A91,1782340749400440000000
0x75697d4802423fdAb397ABB3F5dE74cb311B3A6d,1420393130156680000000
0x75775181080b3684Cc3be770ba070D1ECc1ec50D,9960745143719330000000
0x7582d0b7A150F6227B447a0F282BFF612F0F4b3E,2141715607795770000000
0x758a60e064B7B606eCE9e8E70c75C83b11BB8e79,147787669930138000000000
0x7630579d1AB03E227103e3E2Ef71cb4dbc6e0801,4668108331694090000
0x765c90E74F9EC663b8fd72534487DebbE19a8C21,47683192204874000000000
0x7707b5C553f25F96754C7DD036bC656B0c395837,1308202713869880000000
0x771388495F34d21C5574FeFc04cd1D5811E00aDa,2811784550599170000
0x773ac558e2A107Dca36ff48665A546aDaAc4E89E,2141715607795770000000
0x7759D0dbeAB2270Bea6F35679344d4D67B10cCE9,4795460162539850000000
0x777538E9e6FB692420Ecd63ADD56Ae2e34227e94,84080639433088800000000
0x7798Ba9512B5A684C12e31518923Ea4221A41Fb9,4968498283003060000000
0x77b60DF0908Ab3B53C4a10a12cdaEaE68b48110f,3797646530018490000
0x77C61e691945770612774f65d22ae984FCa556fE,2106035728048300000000
0x77Dde898Cbe7B37E0E851F8963c4914E64dF551e,18199252758192100
0x77FE051EC66db6C444386918600116b047B664E5,9379887001176500000000
0x781256B663bB3557540c5CaEEcddA5153D7ED8FC,6738669916254980000000
0x781FeA3353D6EFbBABC9FaC0b4725EFF3C77dBA7,2141715607795770000000
0x78205e4b27E6065dD24c900431b5329584d54a34,3202722699191290000000
0x784Cf4b62655486B405Eb76731885CC9ed56f42f,16773330130841200000000
0x785c08637b6F10B1c2DEf2ce869d8879BB000ec4,15387468206733400000
0x788842eD8F4A592706bFA07Af773edFFE12175cE,16127841486747700000000
0x78AaaCd130134A15a42a3791043f0040c733389b,3200308343316930000000
0x78AACB90f186bF118BfC0D8C64896f970221C5D3,124160538626134000000
0x78C756a81751DA756D56197e9FD04419d8A1e1B4,44897556551554700000
0x78Daf824546794703B57939CcF7397f55377E99e,442869716188502000000
0x794783dcFCac8c1944727057A3208d8F8bB91506,2141715607795770000000
0x798ed654F4D9599B99f94F4A61609b7A7cFBD200,32701260892479800000000
0x79939118Ef2af99E20310eCC5CCC0E9697d390FC,2968242955053170000000
0x79b6cED46AD1eae8F712CA4eFC565179844Db8dF,13255987577725300000
0x79BdF268d113818972ca62370d1e58896829614c,492041176273801000000
0x7a385430cfbfA0550d43Ed6532Def1ca88F5d6D3,1443861835125440000000
0x7A7253B622fA043626EDa1558Bc062fc17667F39,2013017000578640000000
0x7A921b0365B4571beE00ba5A1DbB422B11f13F9e,1853976232958210000000
0x7abcBfB986bfcA6714C49f46Dc108f55f453600f,2343433708909450000000
0x7acEa3fc5241188d170D004FeF4A43D14bAE54F0,252437436976569000000000
0x7aD760d9402Df0f78786cA0b323a911Cb1b6ee41,3893031446890550000000
0x7b07A4C84ef8df7c7086A87381B482fd33D3D054,2141715607795770000000
0x7B083271dF172787D2342280Efa5B92da7694fD3,61548659831268600000000
0x7b0B9D62e5307341224522e3240e93f8D48C8448,1211515465712660000000
0x7b2aEF922CaCE6Ed4b0bA971aAE24B6876518AA8,2118684137994340000000
0x7B54320254106DAFE5A951485f6519611B90eC98,2141715607795770000000
0x7b7aA48D192c31894B1CaDACD6338DBEB2EA6259,239693258446724000000
0x7B95B5fBc59f452F896DAeCB5be7c032637C4EF9,185506478404970000000
0x7ba3265C01F1D9c9f0085780A110083adF8700aF,219004409114439000000
0x7bea09c7ac144a37ad26F34C5A444fFA7dED518A,30637832380674700000000
0x7c318bfBe63833E7a291e130337652C94C6EE464,522439727636324000000
0x7C5A7328BA50F57689Dd8C6210cda54DF337a471,234976270722059000000000
0x7c6E60f101C47511EB3fEf90116668F7a549B9EC,2141715607795770000000
0x7d0A940d81cE63cE716a1e3CD7372F78F79d2414,2680513598301710000000
0x7D374fe73fD8358a93c53e978477F7Ba4129BE0C,13528497447792500000000
0x7d7Ca27a075506773B5EE00e087F3D8C36e7E873,2154652429868080000000
0x7De865445430E07ABf6De592857657B39a45E229,2057593066139350000000
0x7E6949e70627f746F87577BBbb3BB03f89C23B4f,1814444745425700000000
0x7E7D1Ce9ee92B847C4c1410a51A05EDF0b4cB6C3,2141715607795770000000
0x7e9035c91Ae2d6Fd9B6F3838Bea8716a4b51b3C9,1743653869617860000000
